dimension,epoch,arm,total_loss,mse_loss,kl_penalty,trace,t2,grad_norm,sv_0,sv_1,sv_2
256,0,pixel_naive,-0.3771227300167084,2.7825542654654487e-15,-37.71227264404297,153.5439201593399,92.28675322917866,0.03669128939509392,,,
256,0,pixel_cf,-0.3771227300167084,2.7825542654654487e-15,-37.71227264404297,153.5439201593399,92.28675322917866,0.03669128939509392,,,
256,0,vae_latent,0.35101068019866943,0.35144853591918945,-0.04378485679626465,2.428565918467939,0.4270401465913073,0.005124567804583419,1.030454397201538,0.7286412715911865,0.5949330925941467
256,0,vae_isometric,0.2197382152080536,0.2796681523323059,-5.99299430847168,30.855961740016937,14.876412107834255,0.010928868316113949,,,
256,1,pixel_naive,-0.3895125687122345,4.513911699177697e-05,-38.955772399902344,155.21682220697403,94.30085473127318,0.037195950746536255,,,
256,1,pixel_cf,-0.3895125687122345,4.513911699177697e-05,-38.955772399902344,155.21682220697403,94.30085473127318,0.037195950746536255,,,
256,1,vae_latent,0.35008105635643005,0.35079139471054077,-0.07103395462036133,2.613837174139917,0.4937375098996777,0.007046132782660606,1.0612341165542603,0.7483802437782288,0.6130741238594055
256,1,vae_isometric,0.2192218154668808,0.27671971917152405,-5.749790191650391,31.301229864358902,15.308887090642475,0.011030084453523159,,,
256,2,pixel_naive,-0.3838644325733185,0.00018143909983336926,-38.40458679199219,156.8712722659111,96.3141770740938,0.0371573343873024,,,
256,2,pixel_cf,-0.3838644325733185,0.00018143909983336926,-38.40458679199219,156.8712722659111,96.3141770740938,0.0371573343873024,,,
256,2,vae_latent,0.3578903377056122,0.3581664562225342,-0.027611732482910156,2.814225936308503,0.571732636810234,0.007387579157394122,1.093269944190979,0.7696532607078552,0.631809651851654
256,2,vae_isometric,0.22817584872245789,0.2811143398284912,-5.293849945068359,31.740518152713776,15.74166484271402,0.010829136706888676,,,
256,3,pixel_naive,-0.4226074516773224,0.0003915706474799663,-42.299903869628906,158.51234805583954,98.33223445490421,0.03838319331407547,,,
256,3,pixel_cf,-0.4226074516773224,0.0003915706474799663,-42.299903869628906,158.51234805583954,98.33223445490421,0.03838319331407547,,,
256,3,vae_latent,0.3445572257041931,0.34624776244163513,-0.16905415058135986,3.030504323542118,0.6625354244535641,0.008652208090857389,1.1264939308166504,0.792076051235199,0.6511261463165283
256,3,vae_isometric,0.21263805031776428,0.26889151334762573,-5.625347137451172,32.17999681830406,16.180669182110318,0.010914729908108711,,,
256,4,pixel_naive,-0.44988730549812317,0.0006759855314157903,-45.05632781982422,160.14170306921005,100.35662221550366,0.03914829343557358,,,
256,4,pixel_cf,-0.44988730549812317,0.0006759855314157903,-45.05632781982422,160.14170306921005,100.35662221550366,0.03914829343557358,,,
256,4,vae_latent,0.33698341250419617,0.3392186760902405,-0.22352612018585205,3.2636554669588804,0.7677890811066024,0.011125769616353465,1.160728931427002,0.8155537843704224,0.6709815263748169
256,4,vae_isometric,0.20129746198654175,0.2655465602874756,-6.424910545349121,32.619321793317795,16.625548801352362,0.011385434307157993,,,
256,5,pixel_naive,-0.4791555404663086,0.0010222084820270538,-48.01777648925781,161.7591033577919,102.38654584773013,0.040363479405641556,,,
256,5,pixel_cf,-0.4791555404663086,0.0010222084820270538,-48.01777648925781,161.7591033577919,102.38654584773013,0.040363479405641556,,,
256,5,vae_latent,0.32838743925094604,0.3330309987068176,-0.4643564224243164,3.5129819689318538,0.8870421843077279,0.017444675231328016,1.1949691772460938,0.839449942111969,0.6915942430496216
256,5,vae_isometric,0.19031940400600433,0.26010939478874207,-6.978999137878418,33.059794485569,17.077632709990727,0.011623041704297066,,,
256,6,pixel_naive,-0.4517858028411865,0.0015421236166730523,-45.332794189453125,163.36160016059875,104.41786046648505,0.03941581770777702,,,
256,6,pixel_cf,-0.4517858028411865,0.0015421236166730523,-45.332794189453125,163.36160016059875,104.41786046648505,0.03941581770777702,,,
256,6,vae_latent,0.3444027006626129,0.3481602370738983,-0.375752329826355,3.7818968798965216,1.024961352288416,0.021144012679899765,1.2302199602127075,0.8645326495170593,0.7129220366477966
256,6,vae_isometric,0.21197324991226196,0.2702779769897461,-5.830472946166992,33.49849545955658,17.53391072536502,0.011168524622917175,,,
256,7,pixel_naive,-0.46894097328186035,0.002076525241136551,-47.10175323486328,164.9495724439621,106.45053396726333,0.03998452052474022,,,
256,7,pixel_cf,-0.46894097328186035,0.002076525241136551,-47.10175323486328,164.9495724439621,106.45053396726333,0.03998452052474022,,,
256,7,vae_latent,0.34207937121391296,0.3447650671005249,-0.2685706615447998,4.072763961739838,1.1856452608114338,0.02395938154775036,1.2669527530670166,0.890745997428894,0.7350786328315735
256,7,vae_isometric,0.2117379903793335,0.2639303505420685,-5.219236373901367,33.935364842414856,17.99425240257724,0.010755500756204128,,,
256,8,pixel_naive,-0.47476327419281006,0.0027075568214058876,-47.74708557128906,166.5225047469139,108.48333752565426,0.04030260816216469,,,
256,8,pixel_cf,-0.47476327419281006,0.0027075568214058876,-47.74708557128906,166.5225047469139,108.48333752565426,0.04030260816216469,,,
256,8,vae_latent,0.341726690530777,0.3481178879737854,-0.6391201019287109,4.382955722510815,1.3645717152692967,0.04930536603172884,1.3025062084197998,0.9180569648742676,0.7581207752227783
256,8,vae_isometric,0.20754224061965942,0.27234500646591187,-6.480276107788086,34.37108105421066,18.459312562865033,0.01157030463218689,,,
256,9,pixel_naive,-0.5106449723243713,0.003309283871203661,-51.39543151855469,168.0813733935356,110.51693832422816,0.041473258286714554,,,
256,9,pixel_cf,-0.5106449723243713,0.003309283871203661,-51.39543151855469,168.0813733935356,110.51693832422816,0.041473258286714554,,,
256,9,vae_latent,0.3332883417606354,0.3369392156600952,-0.36508655548095703,4.690825941041112,1.5190790720761562,0.07711244889520713,1.3379355669021606,0.9465997219085693,0.7815244197845459
256,9,vae_isometric,0.19287490844726562,0.26496052742004395,-7.208562850952148,34.805811524391174,18.929230696666913,0.012076308950781822,,,
256,10,pixel_naive,-0.5280428528785706,0.004035854246467352,-53.20787048339844,169.62598526477814,112.55058919176051,0.04211200773715973,,,
256,10,pixel_cf,-0.5280428528785706,0.004035854246467352,-53.20787048339844,169.62598526477814,112.55058919176051,0.04211200773715973,,,
256,10,vae_latent,0.32568028569221497,0.3367684781551361,-1.1088201999664307,4.984578704461455,1.619445530351701,0.02232969945728724,1.365639090538025,0.9763811230659485,0.8059335947036743
256,10,vae_isometric,0.1871066689491272,0.2653801441192627,-7.8273468017578125,35.24034136533737,19.404827770065157,0.012246549129486084,,,
256,11,pixel_naive,-0.516322672367096,0.004976470489054918,-52.129913330078125,171.15522009134293,114.58224302161139,0.04170946031808853,,,
256,11,pixel_cf,-0.516322672367096,0.004976470489054918,-52.129913330078125,171.15522009134293,114.58224302161139,0.04170946031808853,,,
256,11,vae_latent,0.33352649211883545,0.3452290892601013,-1.1702601909637451,5.303065054118633,1.7369437893018476,0.01639908272180068,1.3880864381790161,1.0074636936187744,0.8314560651779175
256,11,vae_isometric,0.19816052913665771,0.27310818433761597,-7.4947662353515625,35.67366462945938,19.88498028797805,0.012193091213703156,,,
256,12,pixel_naive,-0.5230778455734253,0.00590435741469264,-52.898223876953125,172.66864705085754,116.61078282505267,0.04200248420238495,,,
256,12,pixel_cf,-0.5230778455734253,0.00590435741469264,-52.898223876953125,172.66864705085754,116.61078282505267,0.04200248420238495,,,
256,12,vae_latent,0.33798083662986755,0.3475797176361084,-0.9598891735076904,5.648758480325341,1.8746447011004528,0.025754665949942968,1.4034655094146729,1.0399034023284912,0.8580150604248047
256,12,vae_isometric,0.19572797417640686,0.27921029925346375,-8.34823226928711,36.10665023326874,20.37061693409963,0.012530682608485222,,,
256,13,pixel_naive,-0.5737471580505371,0.006623765453696251,-58.03709411621094,174.16785043478012,118.63787619152743,0.04348207265138626,,,
256,13,pixel_cf,-0.5737471580505371,0.006623765453696251,-58.03709411621094,174.16785043478012,118.63787619152743,0.04348207265138626,,,
256,13,vae_latent,0.31998735666275024,0.3330111801624298,-1.302382230758667,6.023837359622121,2.0353068575995596,0.027359646715096594,1.4125850200653076,1.0731728076934814,0.8858206272125244
256,13,vae_isometric,0.169866144657135,0.27036935091018677,-10.050321578979492,36.540682792663574,20.86330434033583,0.013299145735800266,,,
256,14,pixel_naive,-0.600911021232605,0.0074837105348706245,-60.8394775390625,175.65285968780518,120.66302567602025,0.04439100995659828,,,
256,14,pixel_cf,-0.600911021232605,0.0074837105348706245,-60.8394775390625,175.65285968780518,120.66302567602025,0.04439100995659828,,,
256,14,vae_latent,0.3152075707912445,0.3277493417263031,-1.254176139831543,6.4317836463451385,2.224135919621786,0.03334740065321274,1.4150147438049316,1.1079381704330444,0.9148910641670227
256,14,vae_isometric,0.17574051022529602,0.2535761594772339,-7.783565521240234,36.97248739004135,21.359300079794348,0.01231339294463396,,,
256,15,pixel_naive,-0.5922797918319702,0.008768249303102493,-60.10480499267578,177.12207806110382,122.68358901123577,0.04401983693242073,,,
