spectrum,label,regime,alpha,boundary,line_style,cutoff_N,trace_H,T2_H,trace_K,T2_K,ordinary_quadratic_mean,ordinary_logdet,ordinary_total_mean,det2_constant,wick_quadratic_sd_p,log_density_sd_q,cf_finite_part_mean,finite_cutoff_identity_error,KL_p_to_q,KL_p_to_q_det2,KL_q_to_p,KL_q_to_p_det2,precision_covariance_kl_p_error,precision_covariance_kl_q_error
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,36,1.420438869686218,0.279187116114232,1.8780378583646253,0.7742184236533158,0.710219434843109,-0.8053299485518434,-0.09511051370873436,-0.09511051370873447,0.3736222130135145,0.6221810121071343,-0.09511051370873447,1.1102230246251565e-16,0.09511051370873436,0.09511051370873447,0.1336889806304693,0.13368898063046936,1.1102230246251565e-16,5.551115123125783e-17
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,41,1.4482142510303353,0.2793417034769924,1.9059686939201923,0.7743747495835827,0.7241071255151676,-0.8192564303369073,-0.09514930482173967,-0.09514930482173975,0.3737256369831968,0.6222438226224438,-0.09514930482173975,8.326672684688674e-17,0.09514930482173967,0.09514930482173975,0.13372791662318884,0.13372791662318895,8.326672684688674e-17,1.1102230246251565e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,47,1.4766705031939185,0.2794769504098932,1.9345608402730559,0.7745112941334519,0.7383352515969592,-0.8335184758988934,-0.09518322430193416,-0.09518322430193425,0.3738160981083434,0.6222986799493679,-0.09518322430193425,9.71445146547012e-17,0.09518322430193416,0.09518322430193425,0.13376194423763454,0.1337619442376347,9.71445146547012e-17,1.6653345369377348e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,54,1.5048614539230258,0.27959073556810893,1.9628660383157381,0.774626005483676,0.7524307269615129,-0.8476424745006348,-0.09521174753912187,-0.09521174753912202,0.3738921873803389,0.6223447619622406,-0.09521174753912202,1.5265566588595902e-16,0.09521174753912187,0.09521174753912202,0.13379054465723428,0.13379054465723453,1.5265566588595902e-16,2.498001805406602e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,61,1.529009370600419,0.2796741817331624,1.9870976910163307,0.7747100323736026,0.7645046853002095,-0.8597373426483201,-0.0952326573481106,-0.09523265734811062,0.37394797882403535,0.62237851520341,-0.09523265734811062,2.7755575615628914e-17,0.0952326573481106,0.09523265734811062,0.13381150285984522,0.13381150285984555,2.7755575615628914e-17,3.3306690738754696e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,70,1.5556093587854165,0.27975297335419624,2.0137767054236777,0.7747892938973364,0.7778046793927083,-0.8730570737171619,-0.09525239432445365,-0.09525239432445383,0.3740006506372658,0.62241035253976,-0.09525239432445383,1.8041124150158794e-16,0.09525239432445365,0.09525239432445383,0.13383127899467695,0.13383127899467742,1.8041124150158794e-16,4.718447854656915e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,79,1.5784160353637582,0.279810866108667,2.0366414223392466,0.7748474821941883,0.7892080176818791,-0.8844749097763898,-0.09526689209451067,-0.09526689209451077,0.3740393469333587,0.6224337242607394,-0.09526689209451077,9.71445146547012e-17,0.09526689209451067,0.09526689209451077,0.13384580139323354,0.13384580139323402,9.71445146547012e-17,4.718447854656915e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,90,1.6024097454974133,0.2798633069715969,2.0606876884324343,0.774900153503441,0.8012048727487067,-0.8964848942311798,-0.09528002148247317,-0.09528002148247311,0.3740743956565304,0.6224548792898329,-0.09528002148247311,5.551115123125783e-17,0.09528002148247317,0.09528002148247311,0.13385894998503733,0.13385894998503803,5.551115123125783e-17,6.938893903907228e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,103,1.6266135969106332,0.2799084674578972,2.084936784933565,0.7749454833517923,0.8133067984553166,-0.9085981241530205,-0.09529132569770393,-0.09529132569770381,0.37410457592623564,0.6224730851015938,-0.09529132569770381,1.249000902703301e-16,0.09529132569770393,0.09529132569770381,0.13387026831376203,0.133870268313763,1.249000902703301e-16,9.71445146547012e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,117,1.6489015464672157,0.2799440180202251,2.107260341957645,0.77498114781572,0.8244507732336078,-0.9197509960522884,-0.09530022281868056,-0.0953002228186805,0.37412833227398395,0.62248740863399,-0.0953002228186805,5.551115123125783e-17,0.09530022281868056,0.0953002228186805,0.13387917492653412,0.13387917492653484,5.551115123125783e-17,7.216449660063518e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,133,1.670765811268257,0.279973954145416,2.129154584008138,0.775011166246035,0.8353829056341285,-0.9306906193357929,-0.09530771370166435,-0.09530771370166441,0.37414833565406647,0.6224994643556069,-0.09530771370166441,5.551115123125783e-17,0.09530771370166435,0.09530771370166441,0.13388667266827614,0.1338866726682765,5.551115123125783e-17,3.608224830031759e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,151,1.6918845720506286,0.279998779491712,2.1502981994096317,0.7750360501725628,0.8459422860253143,-0.9412562109409164,-0.09531392491560209,-0.0953139249156022,0.3741649231901034,0.6225094578287799,-0.0953139249156022,1.1102230246251565e-16,0.09531392491560209,0.0953139249156022,0.1338928887638995,0.13389288876389893,1.1102230246251565e-16,5.551115123125783e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,172,1.7130105219230403,0.28002007505669285,2.171445466378629,0.7750573888225665,0.8565052609615201,-0.9518245133560601,-0.09531925239453998,-0.09531925239453956,0.37417915164844023,0.6225180273785517,-0.09531925239453956,4.163336342344337e-16,0.09531925239453998,0.09531925239453956,0.13389821983325434,0.13389821983325412,4.163336342344337e-16,2.220446049250313e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,196,1.7336660646271156,0.2800378883638807,2.1921188377966003,0.7750752329565225,0.8668330323135578,-0.9621567406021235,-0.09532370828856573,-0.09532370828856504,0.37419105304902783,0.6225251934486357,-0.09532370828856504,6.938893903907228e-16,0.09532370828856573,0.09532370828856504,0.13390267829617664,0.13390267829617655,6.938893903907228e-16,8.326672684688674e-17
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,223,1.7535591991187554,0.28005257441889586,2.2120266692147723,0.7750899407626367,0.8767795995593777,-0.972106981173281,-0.0953273816139033,-0.09532738161390261,0.37420086478981834,0.6225310999310142,-0.09532738161390261,6.938893903907228e-16,0.0953273816139033,0.09532738161390261,0.13390635343410517,0.1339063534341055,6.938893903907228e-16,3.3306690738754696e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,254,1.773116149569068,0.28006493727154197,2.2315959903536275,0.7751023192920516,0.886558074784534,-0.981888548417374,-0.09533047363284008,-0.09533047363283949,0.37420912420165675,0.6225360709597684,-0.09533047363283949,5.967448757360216e-16,0.09533047363284008,0.09533047363283949,0.13390944675943972,0.1339094467594397,5.967448757360216e-16,2.7755575615628914e-17
