spectrum,label,regime,alpha,boundary,line_style,cutoff_N,trace_H,T2_H,trace_K,T2_K,ordinary_quadratic_mean,ordinary_logdet,ordinary_total_mean,det2_constant,wick_quadratic_sd_p,log_density_sd_q,cf_finite_part_mean,finite_cutoff_identity_error,KL_p_to_q,KL_p_to_q_det2,KL_q_to_p,KL_q_to_p_det2,precision_covariance_kl_p_error,precision_covariance_kl_q_error
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,289,1.7920217164595347,0.2800751696299221,2.2505117951546203,0.7751125627577414,0.8960108582297673,-0.9913438908774345,-0.09533303264766713,-0.09533303264766643,0.37421596012858815,0.622540184549456,-0.09533303264766643,6.938893903907228e-16,0.09533303264766713,0.09533303264766643,0.13391200669987569,0.13391200669987569,6.938893903907228e-16,0.0
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,329,1.8105262728681895,0.2800837473037924,2.2690249332231085,0.7751211484053943,0.9052631364340947,-1.0005983141644794,-0.09533517773038469,-0.0953351777303839,0.374221690514989,0.6225436323686052,-0.0953351777303839,7.91033905045424e-16,0.09533517773038469,0.0953351777303839,0.13391415244707483,0.133914152447075,7.91033905045424e-16,1.6653345369377348e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,374,1.828364662555565,0.2800908325055328,2.2868704109330373,0.7751282392498833,0.9141823312777825,-1.0095192807786901,-0.09533694950090765,-0.09533694950090739,0.37422642377679105,0.6225464798912139,-0.09533694950090739,2.636779683484747e-16,0.09533694950090765,0.09533694950090739,0.13391592468782854,0.1339159246878275,2.636779683484747e-16,1.0269562977782698e-15
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,426,1.8460209507851781,0.2800968397591138,2.304532708464938,0.7751342506015794,0.9230104753925891,-1.0183489270483146,-0.09533845165572552,-0.09533845165572473,0.37423043686952684,0.6225488939037557,-0.09533845165572473,7.91033905045424e-16,0.09533845165572552,0.09533845165572473,0.13391742718415434,0.13391742718415447,7.91033905045424e-16,1.3877787807814457e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,485,1.8631647765495027,0.28010183133763367,2.321681527264475,0.7751392450939113,0.9315823882747514,-1.0269220880678716,-0.09533969979312018,-0.09533969979311911,0.3742337714167668,0.6225508995632049,-0.09533969979311911,1.0685896612017132e-15,0.09533969979312018,0.09533969979311911,0.13391867556436599,0.13391867556436657,1.0685896612017132e-15,5.828670879282072e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,552,1.8798327943687818,0.2801059862670492,2.338353701051227,0.775143402099701,0.9399163971843909,-1.0352571358828648,-0.09534073869847393,-0.09534073869847173,0.3742365470307845,0.6225525689047074,-0.09534073869847173,2.192690473634684e-15,0.09534073869847393,0.09534073869847173,0.13391971464274866,0.1339197146427503,2.192690473634684e-15,1.6375789613221059e-15
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,628,1.896026823385215,0.28010944376199687,2.3545511883024277,0.7751468610744447,0.9480134116926076,-1.0433550148881148,-0.09534160319550722,-0.09534160319550514,0.37423885672254614,0.6225539579323405,-0.09534160319550514,2.0816681711721685e-15,0.09534160319550722,0.09534160319550514,0.13392057926309908,0.13392057926310005,2.0816681711721685e-15,9.71445146547012e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,714,1.9117319221287337,0.28011231745077736,2.370259161261682,0.7751497358172333,0.9558659610643668,-1.0512082827698912,-0.09534232170552437,-0.0953423217055221,0.3742407764065651,0.6225551123463823,-0.0953423217055221,2.2620794126737565e-15,0.09534232170552437,0.0953423217055221,0.13392129786094986,0.13392129786095106,2.2620794126737565e-15,1.1934897514720433e-15
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,813,1.9272179230607218,0.28011474473487064,2.3857475898590446,0.7751521638639499,0.9636089615303609,-1.0589518901204538,-0.09534292859009286,-0.09534292859008982,0.3742423978752746,0.6225560873784586,-0.09534292859008982,3.039235529911366e-15,0.09534292859009286,0.09534292859008982,0.13392190480906851,0.13392190480907074,3.039235529911366e-15,2.220446049250313e-15
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,925,1.942218262796852,0.28011675776830797,2.4007499428993375,0.7751541774388693,0.971109131398426,-1.0664525632919981,-0.09534343189357208,-0.09534343189356807,0.3742437426118892,0.6225568959697054,-0.09534343189356807,4.010680676458378e-15,0.09534343189357208,0.09534343189356807,0.13392240815767065,0.1339224081576725,4.010680676458378e-15,1.8596235662471372e-15
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,1053,1.9568982066251717,0.2801184447605039,2.4154315739141325,0.7751558648196444,0.9784491033125858,-1.0737929569865858,-0.095343853674,-0.09534385367399587,0.3742448695443292,0.6225575735703665,-0.09534385367399587,4.135580766728708e-15,0.095343853674,0.09534385367399587,0.13392282997048044,0.13392282997048194,4.135580766728708e-15,1.4988010832439613e-15
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,1199,1.971229714209964,0.2801198544014769,2.429764491278845,0.7751572747385223,0.985614857104982,-1.0809590632123813,-0.09534420610739935,-0.09534420610739615,0.37424581119998984,0.6225581397502253,-0.09534420610739615,3.2057689836051395e-15,0.09534420610739935,0.09534420610739615,0.13392318242704127,0.1339231824270409,3.2057689836051395e-15,3.608224830031759e-16
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,1364,1.98509802718396,0.2801210223636376,2.4436339723135743,0.7751584428978261,0.99254901359198,-1.0878935117063473,-0.0953444981143673,-0.09534449811436387,0.37424659140975325,0.622558608846519,-0.09534449811436387,3.427813588530171e-15,0.0953444981143673,0.09534449811436387,0.13392347445043984,0.1339234744504373,3.427813588530171e-15,2.525757381022231e-15
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,1552,1.9986336379533636,0.28012199884946587,2.457170559639399,0.7751594195248424,0.9993168189766818,-1.0946615612242707,-0.09534474224758893,-0.09534474224758598,0.3742472437102683,0.6225590010291564,-0.09534474224758598,2.9559688030644793e-15,0.09534474224758893,0.09534474224758598,0.13392371859542873,0.13392371859542507,2.9559688030644793e-15,3.6637359812630166e-15
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,1767,2.0118869417237533,0.28012281747691375,2.470424682087902,0.7751602382536332,1.0059434708618766,-1.101288417774769,-0.09534494691289241,-0.09534494691289294,0.37424779055921875,0.6225593298046513,-0.09534494691289294,5.273559366969494e-16,0.09534494691289241,0.09534494691289294,0.133923923269182,0.13392392326917726,5.273559366969494e-16,4.746203430272544e-15
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,2011,2.02476303747559,0.28012349832439754,2.4833014587232998,0.7751609191732689,1.012381518737795,-1.107726635868573,-0.09534511713077798,-0.09534511713077612,0.37424824536956586,0.6225596032402315,-0.09534511713077612,1.8596235662471372e-15,0.09534511713077798,0.09534511713077612,0.133924093493077,0.13392409349307324,1.8596235662471372e-15,3.747002708109903e-15
trace_class_alpha_1_20,$S_1$: $\alpha=1.20$,S1,1.2,False,solid,2288,2.037281776532966,0.2801240652272681,2.4958207647092734,0.7751614861275896,1.018640888266483,-1.1139861471272656,-0.0953452588607826,-0.09534525886078102,0.37424862406378206,0.6225598309108891,-0.09534525886078102,1.582067810090848e-15,0.0953452588607826,0.09534525886078102,0.13392423522737107,0.1339242352273657,1.582067810090848e-15,5.35682609381638e-15
