seed_index,model_seed,feature_seed,probe_seed,dimension,branch,trace_residue_coeff,batch_size,num_probes,num_grad_samples,series_order,num_threads,model_logit_jitter,variance_source,operator_semantics,objective_semantics,total_grad_variance,mean_grad_norm,mean_estimated_prior,std_estimated_prior,mean_trace_estimate,std_trace_estimate,trace_exact,t2_exact
2,5658927,5755930,5852933,256,cf_probe,0.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,2.063288927078247,2.1184744834899902,-10.224343240261078,0.13080837863701875,95.01261711120605,0.16125235172828475,95.00742346048355,35.34087139647775
2,5658927,5755930,5852933,256,filtered_cf_probe,0.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,0.03543231263756752,0.23125462234020233,-0.15268413769081235,0.27435538623571093,11.572431415319443,0.4594475942245755,11.573366109281778,1.0779761408525461
2,5658927,5755930,5852933,256,trace_residue_minus_0_5,-0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,5.4975056648254395,4.6412763595581055,-57.73065197467804,0.21142601715176731,95.01261711120605,0.16125235172828475,95.00742346048355,35.34087139647775
2,5658927,5755930,5852933,256,trace_residue_plus_0_5,0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,0.27977970242500305,1.4463675022125244,37.281965136528015,0.050217825695400654,95.01261711120605,0.16125235172828475,95.00742346048355,35.34087139647775
2,5658927,5755930,5852933,256,trace_residue_plus_1_0,1.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,0.14697764813899994,3.7881217002868652,84.78827452659607,0.03056124315080616,95.01261711120605,0.16125235172828475,95.00742346048355,35.34087139647775
3,6658930,6755933,6852936,256,cf_probe,0.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,2.016378879547119,2.1404495239257812,-11.751847892999649,0.08930019781629656,94.85083603858948,0.1105130924446376,94.8723341524601,35.236307391785985
3,6658930,6755933,6852936,256,filtered_cf_probe,0.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,0.03439836576581001,0.22551193833351135,-0.4202037174254656,0.20802790390296858,11.520946443080902,0.3427873945027078,11.540341012179852,1.0639155175860395
3,6658930,6755933,6852936,256,trace_residue_minus_0_5,-0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,5.372005462646484,4.681962013244629,-59.17726540565491,0.14454742569842424,94.85083603858948,0.1105130924446376,94.8723341524601,35.236307391785985
3,6658930,6755933,6852936,256,trace_residue_plus_0_5,0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,0.2734512388706207,1.3553383350372314,35.67357063293457,0.03408279467177772,94.85083603858948,0.1105130924446376,94.8723341524601,35.236307391785985
3,6658930,6755933,6852936,256,trace_residue_plus_1_0,1.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,0.14322230219841003,3.6988813877105713,83.09898805618286,0.021338894752204927,94.85083603858948,0.1105130924446376,94.8723341524601,35.236307391785985
