seed_index,model_seed,feature_seed,probe_seed,dimension,branch,trace_residue_coeff,batch_size,num_probes,num_grad_samples,series_order,num_threads,model_logit_jitter,variance_source,operator_semantics,objective_semantics,total_grad_variance,mean_grad_norm,mean_estimated_prior,std_estimated_prior,mean_trace_estimate,std_trace_estimate,trace_exact,t2_exact
4,46085813,46182816,46279819,4096,trace_residue_plus_0_5,0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,2.640537738800049,5.826478958129883,524.236307144165,0.14991960618265246,1325.2192077636719,0.5947984989066157,1325.3145067989826,430.06863100836847
4,46085813,46182816,46279819,4096,trace_residue_plus_1_0,1.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,3.210537910461426,14.995951652526855,1186.8459167480469,0.1480865215035157,1325.2192077636719,0.5947984989066157,1325.3145067989826,430.06863100836847
0,165051817,165148820,165245823,16384,cf_probe,0.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,88.38539123535156,13.172577857971191,-460.8690986633301,0.9351363031862997,4944.173858642578,1.2765274348337938,4944.277642607689,1496.42021538578
0,165051817,165148820,165245823,16384,filtered_cf_probe,0.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,0.03778403624892235,0.2698013484477997,-0.22441138327121735,0.3370877945518751,57.69510018825531,0.6055756701475379,57.69770951906685,1.2932533678425362
0,165051817,165148820,165245823,16384,trace_residue_minus_0_5,-0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,254.97055053710938,31.34697723388672,-2932.9560470581055,1.573354931840623,4944.173858642578,1.2765274348337938,4944.277642607689,1496.42021538578
0,165051817,165148820,165245823,16384,trace_residue_plus_0_5,0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,8.06764030456543,11.993843078613281,2011.217845916748,0.29722797326167194,4944.173858642578,1.2765274348337938,4944.277642607689,1496.42021538578
0,165051817,165148820,165245823,16384,trace_residue_plus_1_0,1.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,14.017290115356445,29.893722534179688,4483.304733276367,0.3420121540719075,4944.173858642578,1.2765274348337938,4944.277642607689,1496.42021538578
1,166051820,166148823,166245826,16384,cf_probe,0.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,88.60163879394531,13.25466251373291,-472.2968101501465,0.786822216944653,4945.869338989258,1.068354277214211,4945.549202620983,1497.174235745406
1,166051820,166148823,166245826,16384,filtered_cf_probe,0.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,0.040589381009340286,0.2728012204170227,-0.568853092379868,0.327951804492282,57.868014335632324,0.5846127959468801,57.72128173254896,1.3118362312464198
1,166051820,166148823,166245826,16384,trace_residue_minus_0_5,-0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,255.55679321289062,31.443668365478516,-2945.231475830078,1.3209059838223907,4945.869338989258,1.068354277214211,4945.549202620983,1497.174235745406
1,166051820,166148823,166245826,16384,trace_residue_plus_0_5,0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,8.094368934631348,11.94186782836914,2000.6378593444824,0.2531608727211074,4945.869338989258,1.068354277214211,4945.549202620983,1497.174235745406
1,166051820,166148823,166245826,16384,trace_residue_plus_1_0,1.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,14.034975051879883,29.82384490966797,4473.572555541992,0.2824786257403207,4945.869338989258,1.068354277214211,4945.549202620983,1497.174235745406
2,167051823,167148826,167245829,16384,cf_probe,0.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,89.22342681884766,13.305360794067383,-477.5484209060669,0.7525551521314275,4945.476959228516,1.0209787075134686,4945.145375400782,1496.9449326471008
2,167051823,167148826,167245829,16384,filtered_cf_probe,0.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,0.0447746105492115,0.28904989361763,-0.6622777814045548,0.3424116837266289,57.81385803222656,0.6016022379470807,57.70125640369952,1.290379435792654
2,167051823,167148826,167245829,16384,trace_residue_minus_0_5,-0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,257.3305969238281,31.50584602355957,-2950.286895751953,1.2629419533248252,4945.476959228516,1.0209787075134686,4945.145375400782,1496.9449326471008
2,167051823,167148826,167245829,16384,trace_residue_plus_0_5,0.5,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,8.15521240234375,11.913978576660156,1995.190055847168,0.24255676171001986,4945.476959228516,1.0209787075134686,4945.145375400782,1496.9449326471008
2,167051823,167148826,167245829,16384,trace_residue_plus_1_0,1.0,16,8,32,5,4,0.02,fixed_batch_rademacher_probes,relative_precision_H,wick_log_q_over_p,14.125953674316406,29.78827667236328,4467.928497314453,0.26932029618916425,4945.476959228516,1.0209787075134686,4945.145375400782,1496.9449326471008
