dimension,epoch,branch,total_loss,mse_loss,prior_kl_used,ordinary_kl_exact,cf_kl_exact,ordinary_cf_kl_abs_error,trace_residue_coeff,trace_residue_delta_same_params,trace_residue_expected_same_params,trace_residue_abs_error_same_params,trace_exact,t2_exact,logdet_exact,neg_logdet2_exact,trace_hutch,hs2_hutch,neg_logdet2_k5_hutch,cf_probe_penalty_k5,cf_probe_trace,cf_probe_hs2,sample_log_rn_identity_abs_error,grad_norm,initial_logit_checksum,final_mse,mse_ratio_to_cf_final
256,1,trace_residue_plus_0_5,0.6369819855322433,0.016767233610153198,62.021475192209,15.433703538079968,15.433703538079975,7.105427357601002e-15,0.5,46.58777165412903,46.58777165412903,0.0,93.17554330825806,33.989101818510335,-115.93853142929814,22.76298812104008,93.03028869628906,33.88066101074219,22.526508331298828,11.493616104125977,93.03028869628906,33.88066101074219,0.0,0.04329105466604233,-57.52351379394531,0.14206519722938538,2.1788985971753356
256,1,trace_residue_plus_1_0,1.1028596776683934,0.016767235472798347,108.6092442195595,15.433702759045424,15.433702759045431,7.105427357601002e-15,1.0,93.17554146051407,93.17554146051407,0.0,93.17554146051407,33.989100514489664,-115.93852857370489,22.762987113190817,93.03028869628906,33.88065719604492,22.526508331298828,11.493612289428711,93.03028869628906,33.88065719604492,0.0,0.06859439611434937,-57.52351379394531,0.1542987823486328,2.3665289385580577
256,2,ordinary_branch,0.16499720480422084,0.018252214416861534,14.67449903873593,14.67449903873593,14.674499038735924,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,91.46612226963043,32.755226209018716,-113.2616752326413,21.795552963010863,91.49012756347656,32.77345275878906,21.675392150878906,10.41689682006836,91.49012756347656,32.77345275878906,0.0,0.016827449202537537,-57.52351379394531,0.06520046293735504,1.0
256,2,cf_branch,0.16499720456569947,0.018252214416861534,14.674499014883793,14.674499014883793,14.674499014883793,0.0,0.0,0.0,0.0,0.0,91.46612221002579,32.75522616798645,-113.26167514175233,21.795552931726547,91.49012756347656,32.7734489440918,21.67539405822754,10.416897773742676,91.49012756347656,32.7734489440918,0.0,0.016827447339892387,-57.52351379394531,0.06520046293735504,1.0
256,2,schatten_filtered_cf_branch,0.19897433192726321,0.19510427117347717,0.3870060753786032,0.3870060753786033,0.3870060753786032,1.1102230246251565e-16,0.0,0.0,0.0,0.0,11.92135102674365,1.1101587130576474,-12.569909862275532,0.6485588355318814,11.974919319152832,1.1089556217193604,0.6415071487426758,0.20322608947753906,11.974919319152832,1.1089556217193604,0.0,0.00233128247782588,-57.52351379394531,0.16115808486938477,2.471732217978672
256,2,trace_residue_minus_0_5,-0.30066074890228495,0.012093729339540005,-31.275447824182493,17.845219812212015,17.845219812212008,7.105427357601002e-15,-0.5,-49.1206676363945,-49.1206676363945,0.0,98.241335272789,37.76675038670725,-124.02150356815217,25.78016829536317,98.26904296875,37.78925323486328,25.58739471435547,12.340316772460938,98.26904296875,37.78925323486328,0.0,0.0042362273670732975,-57.52351379394531,0.008400782942771912,0.12884544931595698
256,2,trace_residue_plus_0_5,0.6222926719569593,0.018256381154060364,60.40362908028989,14.672665656441737,14.672665656441737,0.0,0.5,45.73096342384815,45.73096342384815,0.0,91.4619268476963,32.75222100494629,-113.25513361336422,21.793206765667918,91.48578643798828,32.77033996582031,21.673004150390625,10.415870666503906,91.48578643798828,32.77033996582031,0.0,0.041900549083948135,-57.52351379394531,0.14206519722938538,2.1788985971753356
256,2,trace_residue_plus_1_0,1.0795915775228142,0.01825719326734543,106.13343842554688,14.672312634474032,14.672312634474043,1.0658141036401503e-14,1.0,91.46112579107285,91.46112579107285,0.0,91.46112579107285,32.75164518973021,-113.25388194331798,21.792756152245133,91.48493957519531,32.769737243652344,21.67254638671875,10.415679931640625,91.48493957519531,32.769737243652344,0.0,0.06702136993408203,-57.52351379394531,0.1542987823486328,2.3665289385580577
256,3,ordinary_branch,0.16052796507182257,0.020995087921619415,13.953287715020316,13.953287715020316,13.953287715020316,0.0,0.0,0.0,0.0,0.0,89.77724951505661,31.558561791477352,-110.64419880597121,20.866949290914604,89.87914276123047,31.636451721191406,20.809558868408203,11.632173538208008,89.87914276123047,31.636451721191406,0.0,0.01539701409637928,-57.52351379394531,0.06520046293735504,1.0
256,3,cf_branch,0.16052796450203236,0.020995087921619415,13.953287658041294,13.953287658041305,13.953287658041294,1.0658141036401503e-14,0.0,0.0,0.0,0.0,89.77724939584732,31.558561702543983,-110.644198615612,20.866949219764678,89.87914276123047,31.636451721191406,20.809558868408203,11.632173538208008,89.87914276123047,31.636451721191406,0.0,0.015397013165056705,-57.52351379394531,0.06520046293735504,1.0
256,3,schatten_filtered_cf_branch,0.20551496869981772,0.20159181952476501,0.3923149175052718,0.3923149175052725,0.3923149175052718,6.661338147750939e-16,0.0,0.0,0.0,0.0,12.107779633253813,1.1332081265375331,-12.767975986623838,0.6601963533700257,12.58131217956543,1.3609315156936646,0.8184592127799988,0.43388113379478455,12.58131217956543,1.3609315156936646,0.0,0.0024279505014419556,-57.52351379394531,0.16115808486938477,2.471732217978672
256,3,trace_residue_minus_0_5,-0.3011200642980801,0.011458017863333225,-31.257808216141328,18.665941275431052,18.665941275431052,0.0,-0.5,-49.92374949157238,-49.92374949157238,0.0,99.84749898314476,39.00390594315061,-126.63504080700511,26.78754182386035,99.90815734863281,39.052520751953125,26.593463897705078,14.678930282592773,99.90815734863281,39.052520751953125,0.0,0.0032773278653621674,-57.52351379394531,0.008400782942771912,0.12884544931595698
256,3,trace_residue_plus_0_5,0.6093068997108206,0.02101009525358677,58.82968044572338,13.94769755297169,13.94769755297169,0.0,0.5,44.881982892751694,44.881982892751694,0.0,89.76396578550339,31.549215467991374,-110.62368999643468,20.85972421093129,89.86546325683594,31.626808166503906,20.80221939086914,11.628572463989258,89.86546325683594,31.626808166503906,0.0,0.040269359946250916,-57.52351379394531,0.14206519722938538,2.1788985971753356
256,3,trace_residue_plus_1_0,1.058092728677339,0.021013082936406136,103.70796457409328,13.946597074264943,13.946597074264943,0.0,1.0,89.76136749982834,89.76136749982834,0.0,89.76136749982834,31.54738238587375,-110.61967212366608,20.85830462383774,89.8627700805664,31.62491226196289,20.800769805908203,11.627874374389648,89.8627700805664,31.62491226196289,0.0,0.06519826501607895,-57.52351379394531,0.1542987823486328,2.3665289385580577
256,4,ordinary_branch,0.15529724305656145,0.022596390917897224,13.270085213866423,13.270085213866423,13.270085213866427,3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,3.552713678800501e-15,88.1138146519661,30.40172297348104,-108.09211446151906,19.978299809552965,88.11898803710938,30.41034698486328,19.88099479675293,10.982832908630371,88.11898803710938,30.41034698486328,0.0,0.014286467805504799,-57.52351379394531,0.06520046293735504,1.0
256,4,cf_branch,0.15529724203939516,0.022596389055252075,13.270085298414308,13.270085298414301,13.270085298414308,7.105427357601002e-15,0.0,0.0,0.0,0.0,88.11381483078003,30.40172310582605,-108.09211474599482,19.97829991521479,88.11898803710938,30.41034698486328,19.88099479675293,10.982832908630371,88.11898803710938,30.41034698486328,0.0,0.014286466874182224,-57.52351379394531,0.06520046293735504,1.0
256,4,schatten_filtered_cf_branch,0.20386493262046354,0.19990773499011993,0.3957197630343615,0.3957197630343616,0.3957197630343615,1.1102230246251565e-16,0.0,0.0,0.0,0.0,12.28645865060389,1.1520796071703,-12.955446517419322,0.6689878668154314,12.532094955444336,1.3025447130203247,0.773272693157196,0.4038749635219574,12.532094955444336,1.3025447130203247,0.0,0.002289107069373131,-57.52351379394531,0.16115808486938477,2.471732217978672
256,4,trace_residue_minus_0_5,-0.3020240586897651,0.010151918046176434,-31.217597673594156,19.461023931444487,19.461023931444487,0.0,-0.5,-50.67862160503864,-50.67862160503864,0.0,101.35724321007729,40.182716503551475,-129.1126900981863,27.75544688810902,101.32583618164062,40.15797805786133,27.479036331176758,14.958813667297363,101.32583618164062,40.15797805786133,0.0,0.002257472602650523,-57.52351379394531,0.008400782942771912,0.12884544931595698
256,4,trace_residue_plus_0_5,0.5956306502864316,0.022632522508502007,57.29981277779295,13.25789566234306,13.25789566234305,1.0658141036401503e-14,0.5,44.041917115449905,44.041917115449905,0.0,88.08383423089981,30.38098049868237,-108.046240379332,19.962406148432194,88.08860778808594,30.389347076416016,19.86514663696289,10.974569320678711,88.08860778808594,30.389347076416016,0.0,0.03894556686282158,-57.52351379394531,0.14206519722938538,2.1788985971753356
256,4,trace_residue_plus_1_0,1.0359734733799173,0.022639736533164978,101.33337368467522,13.255471367628104,13.255471367628111,7.105427357601002e-15,1.0,88.07790231704712,88.07790231704712,0.0,88.07790231704712,30.37686734970952,-108.03715232379557,19.959250006748448,88.08258819580078,30.385175704956055,19.861995697021484,10.972940444946289,88.08258819580078,30.385175704956055,0.0,0.06367295235395432,-57.52351379394531,0.1542987823486328,2.3665289385580577
256,5,ordinary_branch,0.15163697660901854,0.02540092170238495,12.623605490663358,12.623605490663358,12.623605490663351,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,86.47824767231941,29.28529025462264,-105.60733019659578,19.12908252427637,86.53445434570312,29.3231258392334,19.06305694580078,11.537982940673828,86.53445434570312,29.3231258392334,0.0,0.013030954636633396,-57.52351379394531,0.06520046293735504,1.0
256,5,cf_branch,0.1516369784966951,0.025400923565030098,12.623605493166501,12.623605493166501,12.623605493166501,0.0,0.0,0.0,0.0,0.0,86.47824767231941,29.285290257010516,-105.6073301991796,19.129082526860188,86.53445434570312,29.32312774658203,19.06305503845215,11.537981986999512,86.53445434570312,29.32312774658203,0.0,0.013030954636633396,-57.52351379394531,0.06520046293735504,1.0
256,5,schatten_filtered_cf_branch,0.20715962326606907,0.20316052436828613,0.39990988977829334,0.3999098897782938,0.39990988977829334,4.440892098500626e-16,0.0,0.0,0.0,0.0,12.467112617567182,1.1723312075887393,-13.145917419145269,0.678804801578087,12.504161834716797,1.1435184478759766,0.6589095592498779,0.8018406629562378,12.504161834716797,1.1435184478759766,0.0,0.002195371314883232,-57.52351379394531,0.16115808486938477,2.471732217978672
256,5,trace_residue_minus_0_5,-0.30181629421273626,0.00977745745331049,-31.159375166604676,20.20736701219306,20.207367012193046,1.4210854715202004e-14,-0.5,-51.36674217879772,-51.36674217879772,0.0,102.73348435759544,41.2712958114731,-131.39012369065944,28.656639333063993,102.7848892211914,41.31328582763672,28.41230583190918,16.564899444580078,102.7848892211914,41.31328582763672,0.0,0.0017128853360190988,-57.52351379394531,0.008400782942771912,0.12884544931595698
256,5,trace_residue_plus_0_5,0.5836047396220921,0.025471284985542297,55.81334546365498,12.601931677839751,12.60193167783974,1.0658141036401503e-14,0.5,43.21141378581524,43.21141378581524,0.0,86.42282757163048,29.247669659513583,-105.52336815915329,19.100540587522815,86.47998046875,29.286182403564453,19.035425186157227,11.52251148223877,86.47998046875,29.286182403564453,0.0,0.037462811917066574,-57.52351379394531,0.14206519722938538,2.1788985971753356
256,5,trace_residue_plus_1_0,1.0155799697672447,0.02548544481396675,99.00945249532779,12.597614917507961,12.597614917507968,7.105427357601002e-15,1.0,86.41183757781982,86.41183757781982,0.0,86.41183757781982,29.240195302858023,-105.50670076900546,19.094863191185638,86.46914672851562,29.27881622314453,19.029911041259766,11.519426345825195,86.46914672851562,29.27881622314453,0.0,0.06197945401072502,-57.52351379394531,0.1542987823486328,2.3665289385580577
256,6,ordinary_branch,0.14597692993900957,0.025840433314442635,12.013649662456693,12.013649662456693,12.0136496624567,7.105427357601002e-15,0.0,-7.105427357601002e-15,0.0,7.105427357601002e-15,84.87534055113792,28.211456894345822,-103.19542146824062,18.3200809171027,84.81588745117188,28.171749114990234,18.20699691772461,8.925519943237305,84.81588745117188,28.171749114990234,0.0,0.01225929707288742,-57.52351379394531,0.06520046293735504,1.0
256,6,cf_branch,0.14597692970007364,0.025840433314442635,12.013649638563102,12.013649638563102,12.013649638563102,0.0,0.0,0.0,0.0,0.0,84.87534049153328,28.211456853488382,-103.19542137741303,18.320080885879747,84.81588745117188,28.171749114990234,18.20699691772461,8.925519943237305,84.81588745117188,28.171749114990234,0.0,0.012259296141564846,-57.52351379394531,0.06520046293735504,1.0
256,6,schatten_filtered_cf_branch,0.19729043733200372,0.19323107600212097,0.40593613298827536,0.405936132988276,0.40593613298827536,6.661338147750939e-16,0.0,0.0,0.0,0.0,12.65308234654367,1.1959910283872572,-13.344187135203152,0.6911047886594819,12.532955169677734,1.1498427391052246,0.6555984616279602,0.35015907883644104,12.532955169677734,1.1498427391052246,0.0,0.0022838558070361614,-57.52351379394531,0.16115808486938477,2.471732217978672
256,6,trace_residue_minus_0_5,-0.30262237404186715,0.008272036910057068,-31.08944109519242,20.885610456864868,20.885610456864846,2.1316282072803006e-14,-0.5,-51.975051552057266,-51.975051552057266,0.0,103.95010310411453,42.24526654032455,-133.41937761963328,29.469274515518748,103.89108276367188,42.19703674316406,29.12973403930664,14.343217849731445,103.89108276367188,42.19703674316406,0.0,0.0013503757072612643,-57.52351379394531,0.008400782942771912,0.12884544931595698
256,6,trace_residue_plus_0_5,0.5696603497162892,0.025957606732845306,54.370274298344384,11.978822626624833,11.978822626624833,0.0,0.5,42.39145167171955,42.39145167171955,0.0,84.7829033434391,28.14986705367798,-103.0566919252336,18.27378858179449,84.72418212890625,28.11078643798828,18.161819458007812,8.90234375,84.72418212890625,28.11078643798828,0.0,0.03646732121706009,-57.52351379394531,0.14206519722938538,2.1788985971753356
256,6,trace_residue_plus_1_0,0.9933464526385813,0.025980962440371513,96.73654901982098,11.97191312909871,11.971913129098706,3.552713678800501e-15,1.0,84.76463589072227,84.76463589072227,0.0,84.76463589072227,28.137674854188255,-103.02925080523072,18.264614914508442,84.7060546875,28.098726272583008,18.152873992919922,8.897775650024414,84.7060546875,28.098726272583008,0.0,0.06076716631650925,-57.52351379394531,0.1542987823486328,2.3665289385580577
256,7,ordinary_branch,0.1429276632025278,0.028549887239933014,11.43777759625948,11.43777759625948,11.437777596259473,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,83.30468401312828,27.17863841738955,-100.85384145515906,17.549157442030776,83.39533233642578,27.239492416381836,17.520153045654297,9.768941879272461,83.39533233642578,27.239492416381836,0.0,0.011140012182295322,-57.52351379394531,0.06520046293735504,1.0
256,7,cf_branch,0.14292766194918716,0.028549887239933014,11.437777470925415,11.437777470925411,11.437777470925415,3.552713678800501e-15,0.0,0.0,0.0,0.0,83.30468365550041,27.178638187287,-100.8538409277376,17.54915727223718,83.39533233642578,27.239492416381836,17.520153045654297,9.768941879272461,83.39533233642578,27.239492416381836,0.0,0.011140011250972748,-57.52351379394531,0.06520046293735504,1.0
256,7,schatten_filtered_cf_branch,0.20266827307885865,0.19854684174060822,0.41214313382504497,0.41214313382504475,0.41214313382504497,2.220446049250313e-16,0.0,0.0,0.0,0.0,12.83921374566853,1.2199587474387625,-13.54284305183893,0.7036293061703986,13.025769233703613,1.2294504642486572,0.7033804655075073,0.35166066884994507,13.025769233703613,1.2294504642486572,0.0,0.0022290172055363655,-57.52351379394531,0.16115808486938477,2.471732217978672
256,7,trace_residue_minus_0_5,-0.30232034018286763,0.007893046364188194,-31.02133865470558,21.447129832557152,21.447129832557145,7.105427357601002e-15,-0.5,-52.468468487262726,-52.468468487262726,0.0,104.93693697452545,43.04240322109574,-135.0751716189509,30.138234644425438,105.02457427978516,43.11630630493164,29.882362365722656,16.244125366210938,105.02457427978516,43.11630630493164,0.0,0.001773914904333651,-57.52351379394531,0.008400782942771912,0.12884544931595698
256,7,trace_residue_plus_0_5,0.5584283641294814,0.02873697131872177,52.96913928107596,11.386923554700388,11.386923554700381,7.105427357601002e-15,0.5,41.58221572637558,41.58221572637558,0.0,83.16443145275116,27.086972326077877,-100.64534390180859,17.480912449057428,83.2535629272461,27.14670181274414,17.45185089111328,9.734058380126953,83.2535629272461,27.14670181274414,0.0,0.035074666142463684,-57.52351379394531,0.14206519722938538,2.1788985971753356
256,7,trace_residue_plus_1_0,0.9739115819579708,0.028774090111255646,94.51374918467151,11.376892986360652,11.376892986360655,3.552713678800501e-15,1.0,83.13685619831085,83.13685619831085,0.0,83.13685619831085,27.06892449875002,-100.60432046515977,17.46746426684892,83.22570037841797,27.128448486328125,17.43840217590332,9.727208137512207,83.22570037841797,27.128448486328125,0.0,0.059142377227544785,-57.52351379394531,0.1542987823486328,2.3665289385580577
256,8,ordinary_branch,0.13978101012915722,0.03082260861992836,10.895840150922886,10.895840150922886,10.895840150922886,0.0,0.0,0.0,0.0,0.0,81.77159705758095,26.189046319756933,-98.58869995955808,16.817102901977137,81.8923568725586,26.27888298034668,16.82137107849121,9.565985679626465,81.8923568725586,26.27888298034668,0.0,0.010184045881032944,-57.52351379394531,0.06520046293735504,1.0
256,8,cf_branch,0.13978100931321433,0.03082260861992836,10.895840069328596,10.895840069328592,10.895840069328596,3.552713678800501e-15,0.0,0.0,0.0,0.0,81.77159681916237,26.1890461685662,-98.58869961012662,16.817102790964256,81.8923568725586,26.27888298034668,16.821372985839844,9.565986633300781,81.8923568725586,26.27888298034668,0.0,0.010184044949710369,-57.52351379394531,0.06520046293735504,1.0
256,8,schatten_filtered_cf_branch,0.20245416943606104,0.1982727348804474,0.4181434555613657,0.4181434555613661,0.4181434555613657,4.440892098500626e-16,0.0,0.0,0.0,0.0,13.023984605446458,1.243359623954718,-13.739779127939332,0.7157945224928746,13.69998550415039,1.5939325094223022,0.9614495635032654,0.3469071090221405,13.69998550415039,1.5939325094223022,0.0,0.002013354329392314,-57.52351379394531,0.16115808486938477,2.471732217978672
256,8,trace_residue_minus_0_5,-0.30192164043526926,0.007723111659288406,-30.964475209455763,21.87135218586417,21.871352185864176,7.105427357601002e-15,-0.5,-52.83582739531994,-52.83582739531994,0.0,105.67165479063988,43.63972261573594,-136.31324418889096,30.641589398251085,105.7255859375,43.68653106689453,30.349956512451172,16.725683212280273,105.7255859375,43.68653106689453,0.0,0.0023190253414213657,-57.52351379394531,0.008400782942771912,0.12884544931595698
256,8,trace_residue_plus_0_5,0.5472032178854578,0.031103340908885002,51.60998769765728,10.82528429394597,10.825284293945963,7.105427357601002e-15,0.5,40.78470340371132,40.78470340371132,0.0,81.56940680742264,26.05944624853914,-98.29092594839406,16.721519140971424,81.68589782714844,26.146081924438477,16.724302291870117,9.517115592956543,81.68589782714844,26.146081924438477,0.0,0.03385583311319351,-57.52351379394531,0.14206519722938538,2.1788985971753356
256,8,trace_residue_plus_1_0,0.9545733023948297,0.031158871948719025,92.34144304461107,10.811486495205017,10.811486495205013,3.552713678800501e-15,1.0,81.52995654940605,81.52995654940605,0.0,81.52995654940605,26.03413510146775,-98.23279632402519,16.702839774619136,81.64552307128906,26.12006187438965,16.705265045166016,9.507547378540039,81.64552307128906,26.12006187438965,0.0,0.05768771842122078,-57.52351379394531,0.1542987823486328,2.3665289385580577
256,9,ordinary_branch,0.13564224427326493,0.031773537397384644,10.38687068758803,10.38687068758803,10.386870687588022,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,80.27920791506767,25.243321164465993,-96.40276617859448,16.123558263526803,80.20317077636719,25.189762115478516,16.02410888671875,8.003677368164062,80.20317077636719,25.189762115478516,0.0,0.009555344469845295,-57.52351379394531,0.06520046293735504,1.0
256,9,cf_branch,0.13564224402463637,0.031773537397384644,10.386870662725173,10.386870662725173,10.386870662725173,0.0,0.0,0.0,0.0,0.0,80.27920785546303,25.24332112249347,-96.40276608667504,16.123558231212016,80.20317077636719,25.189762115478516,16.02410888671875,8.003677368164062,80.20317077636719,25.189762115478516,0.0,0.00955534353852272,-57.52351379394531,0.06520046293735504,1.0
256,9,schatten_filtered_cf_branch,0.19666497923164253,0.1924191266298294,0.4245852601813127,0.4245852601813116,0.4245852601813127,1.1102230246251565e-15,0.0,0.0,0.0,0.0,13.209224743768573,1.2674031749077503,-13.93771031959329,0.7284855758247168,12.859437942504883,1.1338475942611694,0.6397902965545654,0.3617185354232788,12.859437942504883,1.1338475942611694,0.0,0.002080867299810052,-57.52351379394531,0.16115808486938477,2.471732217978672
256,9,trace_residue_minus_0_5,-0.30213806414549665,0.007120082154870033,-30.92581463003667,22.147765053863196,22.14776505386321,1.4210854715202004e-14,-0.5,-53.07357968389988,-53.07357968389988,0.0,106.14715936779976,44.02750929015068,-137.1161456673575,30.96898629955774,106.10890197753906,43.9947395324707,30.600696563720703,15.282808303833008,106.10890197753906,43.9947395324707,0.0,0.0027675230521708727,-57.52351379394531,0.008400782942771912,0.12884544931595698
256,9,trace_residue_plus_0_5,0.5350839116173381,0.032160669565200806,50.29232420521373,10.292745624953454,10.292745624953454,0.0,0.5,39.99957858026028,39.99957858026028,0.0,79.99915716052055,25.06725770515143,-95.99403564503115,15.994878484510593,79.92607879638672,25.015790939331055,15.898347854614258,7.940442085266113,79.92607879638672,25.015790939331055,0.0,0.032909538596868515,-57.52351379394531,0.14206519722938538,2.1788985971753356
256,9,trace_residue_plus_1_0,0.9344315800090058,0.03223633021116257,90.21952497978432,10.274521798088372,10.27452179808838,7.105427357601002e-15,1.0,79.94500318169594,79.94500318169594,0.0,79.94500318169594,25.033196655607384,-95.91497822497584,15.969975043279902,79.87245178222656,24.982120513916016,15.874005317687988,7.928263187408447,79.87245178222656,24.982120513916016,0.0,0.056490421295166016,-57.52351379394531,0.1542987823486328,2.3665289385580577
256,10,ordinary_branch,0.1345984162414367,0.03550761938095093,9.909079686048578,9.909079686048578,9.909079686048582,3.552713678800501e-15,0.0,-3.552713678800501e-15,0.0,3.552713678800501e-15,78.82838740944862,24.340545054951228,-94.2954090212333,15.467021611784673,78.78024291992188,24.30559539794922,15.387822151184082,9.231256484985352,78.78024291992188,24.30559539794922,0.0,0.00839295331388712,-57.52351379394531,0.06520046293735504,1.0
256,10,cf_branch,0.13459841603761413,0.03550761938095093,9.909079665666322,9.909079665666319,9.909079665666322,3.552713678800501e-15,0.0,0.0,0.0,0.0,78.82838734984398,24.340545017144706,-94.29540893387976,15.467021584035777,78.78024291992188,24.30559539794922,15.387822151184082,9.231256484985352,78.78024291992188,24.30559539794922,0.0,0.008392952382564545,-57.52351379394531,0.06520046293735504,1.0
256,10,schatten_filtered_cf_branch,0.20306325658902535,0.19875594973564148,0.4307306853383883,0.4307306853383892,0.4307306853383883,8.881784197001252e-16,0.0,0.0,0.0,0.0,13.392308400943875,1.2906971405546606,-14.133002400643758,0.7406939996998823,13.099970817565918,1.1617968082427979,0.6556307077407837,0.8190634846687317,13.099970817565918,1.1617968082427979,0.0,0.0022694540675729513,-57.52351379394531,0.16115808486938477,2.471732217978672
256,10,trace_residue_minus_0_5,-0.3014596477742425,0.007638733368366957,-30.909838114260943,22.272895898342824,22.272895898342817,7.105427357601002e-15,-0.5,-53.18273401260376,-53.18273401260376,0.0,106.36546802520752,44.20461019315771,-137.48334065021942,31.1178726250119,106.29776000976562,44.14698791503906,30.724756240844727,17.4200439453125,106.29776000976562,44.14698791503906,0.0,0.0028042825870215893,-57.52351379394531,0.008400782942771912,0.12884544931595698
