epoch,resolution,baseline,seed,train_mse,val_relative_l2,grad_norm,t2_exact,t2_discrete,t2_norm,t2_continuum,high_frequency_energy_ratio,noise_amplitude_summary
19,64,ordinary_noise,66026,0.000991778764728224,6.28152871131897,0.00384860196209047,93.43893579968926,93.43893579968926,0.0009505100077279588,0.0009505100077279588,0.4591423571109772,"{""sigma"":0.030830342322587967,""sigma2"":0.0009505100077279588,""t2"":93.43893579968926}"
20,64,ordinary_noise,66026,0.0009498116196482442,6.153107166290283,0.00423142418731004,89.82644328025378,89.82644328025378,0.0009137618334986754,0.0009137618334986754,0.46408966928720474,"{""sigma"":0.030228493735194206,""sigma2"":0.0009137618334986754,""t2"":89.82644328025378}"
1,64,ordinary_noise,66027,0.0134908206819091,13.453155994415283,0.44078737962991,230.57134353482388,230.57134353482388,0.002345492996570067,0.002345492996570067,0.22374675795435905,"{""sigma"":0.04843029007315636,""sigma2"":0.002345492996570067,""t2"":230.57134353482388}"
2,64,ordinary_noise,66027,0.0035272283712401986,11.054404497146606,0.0984866886283271,216.5710480091857,216.5710480091857,0.0022030746257444833,0.0022030746257444833,0.3060820698738098,"{""sigma"":0.046936921775341034,""sigma2"":0.0022030746257444833,""t2"":216.5710480091857}"
3,64,ordinary_noise,66027,0.0025005608185892925,9.439354419708252,0.047118835675064474,203.7452903253361,203.7452903253361,0.002072604271701417,0.002072604271701417,0.4476039484143257,"{""sigma"":0.04552586376667023,""sigma2"":0.002072604271701417,""t2"":203.7452903253361}"
4,64,ordinary_noise,66027,0.0021220650523900986,9.093908309936523,0.0220370392780751,192.05942710527006,192.05942710527006,0.0019537295237759406,0.0019537295237759406,0.44454991817474365,"{""sigma"":0.04420101270079613,""sigma2"":0.0019537295237759406,""t2"":192.05942710527006}"
5,64,ordinary_noise,66027,0.00196892638632562,8.820632934570312,0.014765282394364476,181.34638986082246,181.34638986082246,0.0018447508734214524,0.0018447508734214524,0.45715972781181335,"{""sigma"":0.04295056313276291,""sigma2"":0.0018447508734214524,""t2"":181.34638986082246}"
6,64,ordinary_noise,66027,0.0018420699270791374,8.53045129776001,0.009194077167194337,171.51911804650945,171.51911804650945,0.0017447826949718165,0.0017447826949718165,0.46425897628068924,"{""sigma"":0.04177059605717659,""sigma2"":0.0017447826949718165,""t2"":171.51911804650945}"
7,64,ordinary_noise,66027,0.0017300843246630393,8.292031645774841,0.006202677934197709,162.48978509437256,162.48978509437256,0.001652931570377325,0.001652931570377325,0.46618785709142685,"{""sigma"":0.04065626114606857,""sigma2"":0.001652931570377325,""t2"":162.48978509437256}"
8,64,ordinary_noise,66027,0.0016541217410122044,8.093032836914062,0.0051327834953553975,154.14160733210701,154.14160733210701,0.0015680095146902162,0.0015680095146902162,0.4608525112271309,"{""sigma"":0.03959809988737106,""sigma2"":0.0015680095146902162,""t2"":154.14160733210701}"
9,64,ordinary_noise,66027,0.0015593485659337603,7.839650630950928,0.005558964010560885,146.43522835818067,146.43522835818067,0.001489616173890998,0.001489616173890998,0.4671233519911766,"{""sigma"":0.038595546036958694,""sigma2"":0.001489616173890998,""t2"":146.43522835818067}"
10,64,ordinary_noise,66027,0.0014877752473694272,7.6666470766067505,0.004923102882457897,139.29764758681267,139.29764758681267,0.0014170089476197578,0.0014170089476197578,0.4614178314805031,"{""sigma"":0.037643179297447205,""sigma2"":0.0014170089476197578,""t2"":139.29764758681267}"
11,64,ordinary_noise,66027,0.0014155051103443839,7.5313451290130615,0.004911732728942297,132.68070707093784,132.68070707093784,0.0013496979479058618,0.0013496979479058618,0.4630916491150856,"{""sigma"":0.036738235503435135,""sigma2"":0.0013496979479058618,""t2"":132.68070707093784}"
12,64,ordinary_noise,66027,0.0013468879260472022,7.290439486503601,0.004280986831872724,126.52099158336023,126.52099158336023,0.001287038081699221,0.001287038081699221,0.4664934352040291,"{""sigma"":0.035875312983989716,""sigma2"":0.001287038081699221,""t2"":126.52099158336023}"
13,64,ordinary_noise,66027,0.0012763480262947269,7.1484081745147705,0.004266622316208668,120.81131193554029,120.81131193554029,0.0012289562167921986,0.0012289562167921986,0.46418242156505585,"{""sigma"":0.035056471824645996,""sigma2"":0.0012289562167921986,""t2"":120.81131193554029}"
14,64,ordinary_noise,66027,0.0012253080640221015,6.990840554237366,0.003852324516628869,115.48159705069702,115.48159705069702,0.001174739553331472,0.001174739553331472,0.4633909985423088,"{""sigma"":0.034274473786354065,""sigma2"":0.001174739553331472,""t2"":115.48159705069702}"
15,64,ordinary_noise,66027,0.0011662693650578149,6.849568724632263,0.003600856362027116,110.51340446902168,110.51340446902168,0.0011242004849143644,0.0011242004849143644,0.4606768414378166,"{""sigma"":0.03352909907698631,""sigma2"":0.0011242004849143644,""t2"":110.51340446902168}"
16,64,ordinary_noise,66027,0.0011256630095886067,6.6786357164382935,0.0040458764269715175,105.85695807667798,105.85695807667798,0.0010768326627266234,0.0010768326627266234,0.46694284677505493,"{""sigma"":0.032815128564834595,""sigma2"":0.0010768326627266234,""t2"":105.85695807667798}"
17,64,ordinary_noise,66027,0.0010775803893920965,6.54761815071106,0.0037232260510791093,101.48848981094625,101.48848981094625,0.0010323943055312729,0.0010323943055312729,0.4636214002966881,"{""sigma"":0.0321308933198452,""sigma2"":0.0010323943055312729,""t2"":101.48848981094625}"
18,64,ordinary_noise,66027,0.001030798623105511,6.373588919639587,0.0042730772838694975,97.39793570674374,97.39793570674374,0.0009907830373814264,0.0009907830373814264,0.46030888706445694,"{""sigma"":0.0314767062664032,""sigma2"":0.0009907830373814264,""t2"":97.39793570674374}"
19,64,ordinary_noise,66027,0.000985416892945068,6.271960496902466,0.003342428055475466,93.56462899854102,93.56462899854102,0.0009517886250665387,0.0009517886250665387,0.45910896360874176,"{""sigma"":0.030851071700453758,""sigma2"":0.0009517886250665387,""t2"":93.56462899854102}"
20,64,ordinary_noise,66027,0.0009522080290480517,6.194450259208679,0.0034696038637775928,89.9473130181591,89.9473130181591,0.0009149913840551666,0.0009149913840551666,0.45901887863874435,"{""sigma"":0.030248824506998062,""sigma2"":0.0009149913840551666,""t2"":89.9473130181591}"
1,64,ordinary_noise,66028,0.015765025236760266,15.345472812652588,0.3167958059348166,230.5820205509881,230.5820205509881,0.002345601608795045,0.002345601608795045,0.1686486452817917,"{""sigma"":0.048431411385536194,""sigma2"":0.002345601608795045,""t2"":230.5820205509881}"
2,64,ordinary_noise,66028,0.0037318514223443344,10.973297357559204,0.06119995936751366,216.56186927969748,216.56186927969748,0.002202981254879735,0.002202981254879735,0.34556639939546585,"{""sigma"":0.046935927122831345,""sigma2"":0.002202981254879735,""t2"":216.56186927969748}"
3,64,ordinary_noise,66028,0.002404988626949489,9.456962823867798,0.025347842019982636,203.73341998492833,203.73341998492833,0.0020724835203544956,0.0020724835203544956,0.4408126473426819,"{""sigma"":0.045524537563323975,""sigma2"":0.0020724835203544956,""t2"":203.73341998492833}"
4,64,ordinary_noise,66028,0.00208511805976741,9.02647352218628,0.012227600993355736,192.00704988679854,192.00704988679854,0.001953196715157049,0.001953196715157049,0.4665749743580818,"{""sigma"":0.044194985181093216,""sigma2"":0.001953196715157049,""t2"":192.00704988679854}"
5,64,ordinary_noise,66028,0.001940711896168068,8.753344058990479,0.006575700972462073,181.26875999432195,181.26875999432195,0.001843961181582865,0.001843961181582865,0.45834220945835114,"{""sigma"":0.042941369116306305,""sigma2"":0.001843961181582865,""t2"":181.26875999432195}"
6,64,ordinary_noise,66028,0.0018381623303866945,8.498609066009521,0.006270243553444743,171.4298266653259,171.4298266653259,0.0017438743760714304,0.0017438743760714304,0.4650113582611084,"{""sigma"":0.04175972193479538,""sigma2"":0.0017438743760714304,""t2"":171.4298266653259}"
7,64,ordinary_noise,66028,0.001732688964693807,8.28236722946167,0.004810829312191345,162.37941851926507,162.37941851926507,0.0016518088635179146,0.0016518088635179146,0.4663015082478523,"{""sigma"":0.040642451494932175,""sigma2"":0.0016518088635179146,""t2"":162.37941851926507}"
8,64,ordinary_noise,66028,0.0016407063812948763,8.053953409194946,0.004487404497922398,154.03280910257854,154.03280910257854,0.0015669027618670506,0.0015669027618670506,0.4689551144838333,"{""sigma"":0.039584122598171234,""sigma2"":0.0015669027618670506,""t2"":154.03280910257854}"
9,64,ordinary_noise,66028,0.0015562570551992394,7.892639517784119,0.0048450691101606935,146.33763445308432,146.33763445308432,0.0014886233973498975,0.0014886233973498975,0.4629264697432518,"{""sigma"":0.038582682609558105,""sigma2"":0.0014886233973498975,""t2"":146.33763445308432}"
10,64,ordinary_noise,66028,0.001478335245337803,7.653006553649902,0.004372243682155386,139.2036198430228,139.2036198430228,0.0014160524479474162,0.0014160524479474162,0.47212492674589157,"{""sigma"":0.03763047233223915,""sigma2"":0.0014160524479474162,""t2"":139.2036198430228}"
11,64,ordinary_noise,66028,0.0014108625910012051,7.485063076019287,0.004098261095350608,132.5885097631599,132.5885097631599,0.001348760068391519,0.001348760068391519,0.46897972375154495,"{""sigma"":0.036725468933582306,""sigma2"":0.001348760068391519,""t2"":132.5885097631599}"
12,64,ordinary_noise,66028,0.0013373373440117575,7.318485856056213,0.003635392800788395,126.446563009898,126.446563009898,0.0012862809550974325,0.0012862809550974325,0.47076917439699173,"{""sigma"":0.03586475923657417,""sigma2"":0.0012862809550974325,""t2"":126.446563009898}"
13,64,ordinary_noise,66028,0.0012800979311577976,7.135657787322998,0.0032601954007986933,120.73539955724618,120.73539955724618,0.001228183996147117,0.001228183996147117,0.46777188032865524,"{""sigma"":0.035045456141233444,""sigma2"":0.001228183996147117,""t2"":120.73539955724618}"
14,64,ordinary_noise,66028,0.0012252608576091006,6.993747591972351,0.0031321301648858935,115.39292385769068,115.39292385769068,0.0011738375229664172,0.0011738375229664172,0.4583990052342415,"{""sigma"":0.0342613123357296,""sigma2"":0.0011738375229664172,""t2"":115.39292385769068}"
15,64,ordinary_noise,66028,0.0011709755199262872,6.81385338306427,0.003340103314258158,110.40432266864082,110.40432266864082,0.0011230908474593182,0.0011230908474593182,0.46302665770053864,"{""sigma"":0.03351254761219025,""sigma2"":0.0011230908474593182,""t2"":110.40432266864082}"
16,64,ordinary_noise,66028,0.0011178092536283657,6.688551425933838,0.0029350839322432876,105.75005550939522,105.75005550939522,0.0010757451935770185,0.0010757451935770185,0.46459751576185226,"{""sigma"":0.03279855474829674,""sigma2"":0.0010757451935770185,""t2"":105.75005550939522}"
17,64,ordinary_noise,66028,0.0010735433461377397,6.5127657651901245,0.002752899847109802,101.38741563508802,101.38741563508802,0.001031366125845215,0.001031366125845215,0.4624294638633728,"{""sigma"":0.03211488947272301,""sigma2"":0.001031366125845215,""t2"":101.38741563508802}"
18,64,ordinary_noise,66028,0.0010306167096132413,6.387432813644409,0.0030771574965910986,97.2934819646398,97.2934819646398,0.0009897204789697245,0.0009897204789697245,0.4649679437279701,"{""sigma"":0.03145982325077057,""sigma2"":0.0009897204789697245,""t2"":97.2934819646398}"
19,64,ordinary_noise,66028,0.0009870592984952964,6.285163760185242,0.0032575229852227494,93.44673763485787,93.44673763485787,0.0009505893720993842,0.0009505893720993842,0.459529809653759,"{""sigma"":0.030831629410386086,""sigma2"":0.0009505893720993842,""t2"":93.44673763485787}"
20,64,ordinary_noise,66028,0.0009487619754509069,6.169149160385132,0.002869557880330831,89.8377128988235,89.8377128988235,0.0009138764739870554,0.0009138764739870554,0.4589550271630287,"{""sigma"":0.030230389907956123,""sigma2"":0.0009138764739870554,""t2"":89.8377128988235}"
1,64,cf_unfiltered,66026,0.001645903361350065,5.32926619052887,0.06518503709230572,97.62477332825262,97.62477332825262,0.0009930905489934552,0.0009930905489934552,0.33988023549318314,"{""beta_mean"":0.022460270673036575,""beta_std"":0.00020432495512068272,""beta_min"":0.021918226033449173,""beta_max"":0.02297878824174404,""t2"":97.62477332825262}"
2,64,cf_unfiltered,66026,0.0007101079390849918,4.917291164398193,0.020561126788379624,97.27598389295997,97.27598389295997,0.0009895424793798825,0.0009895424793798825,0.4032089412212372,"{""beta_mean"":0.022420182824134827,""beta_std"":0.000273296725936234,""beta_min"":0.02159159816801548,""beta_max"":0.023201677948236465,""t2"":97.27598389295997}"
3,64,cf_unfiltered,66026,0.0005748231851612218,4.72298789024353,0.007156751715228893,96.921200336907,96.921200336907,0.0009859334344167786,0.0009859334344167786,0.43552665412425995,"{""beta_mean"":0.022379310801625252,""beta_std"":0.000320459803333506,""beta_min"":0.0214142594486475,""beta_max"":0.023295080289244652,""t2"":96.921200336907}"
4,64,cf_unfiltered,66026,0.000539166616363218,4.674044847488403,0.003944457697798498,96.58073518693352,96.58073518693352,0.0009824700438123934,0.0009824700438123934,0.4439035654067993,"{""beta_mean"":0.022339578717947006,""beta_std"":0.00036080379504710436,""beta_min"":0.021122431382536888,""beta_max"":0.023527126759290695,""t2"":96.58073518693352}"
5,64,cf_unfiltered,66026,0.0005338868504622951,4.63166618347168,0.0041559195960871875,96.21594830283404,96.21594830283404,0.000978759239734233,0.000978759239734233,0.44600023329257965,"{""beta_mean"":0.02229725942015648,""beta_std"":0.0003970474353991449,""beta_min"":0.021065527573227882,""beta_max"":0.023700768128037453,""t2"":96.21594830283404}"
6,64,cf_unfiltered,66026,0.0005264884021016769,4.6252137422561646,0.006011425371980295,95.85790276645386,95.85790276645386,0.0009751170121913032,0.000975117012191303,0.4475805088877678,"{""beta_mean"":0.022255370393395424,""beta_std"":0.00043055915739387274,""beta_min"":0.020854871720075607,""beta_max"":0.023948727175593376,""t2"":95.85790276645386}"
7,64,cf_unfiltered,66026,0.0005184688307053875,4.61493992805481,0.0041794118587858975,95.51750125038103,95.51750125038103,0.0009716542689044294,0.0009716542689044295,0.44505029916763306,"{""beta_mean"":0.02221645787358284,""beta_std"":0.00045950221829116344,""beta_min"":0.020806776359677315,""beta_max"":0.024073800072073936,""t2"":95.51750125038103}"
8,64,cf_unfiltered,66026,0.0005163904861547053,4.567237973213196,0.00536279031803133,95.16841438255426,95.16841438255426,0.0009681031736506578,0.0009681031736506578,0.44524091482162476,"{""beta_mean"":0.022175196558237076,""beta_std"":0.0004882075299974531,""beta_min"":0.02056068927049637,""beta_max"":0.024204066023230553,""t2"":95.16841438255426}"
9,64,cf_unfiltered,66026,0.0005108294244564604,4.560160875320435,0.004429507920576725,94.83623304465574,94.83623304465574,0.0009647240503403294,0.0009647240503403294,0.45876045525074005,"{""beta_mean"":0.022135091945528984,""beta_std"":0.0005150233046151698,""beta_min"":0.020425869151949883,""beta_max"":0.02428482659161091,""t2"":94.83623304465574}"
10,64,cf_unfiltered,66026,0.0005059605318820104,4.550159931182861,0.0033803481528593693,94.52604434947634,94.52604434947634,0.0009615686477607863,0.0009615686477607863,0.4505726024508476,"{""beta_mean"":0.02209819294512272,""beta_std"":0.0005396136548370123,""beta_min"":0.02032802440226078,""beta_max"":0.02438448928296566,""t2"":94.52604434947634}"
11,64,cf_unfiltered,66026,0.00050822549383156,4.5492647886276245,0.003742255394172389,94.20304825923128,94.20304825923128,0.0009582829616214119,0.000958282961621412,0.44242721050977707,"{""beta_mean"":0.022060133516788483,""beta_std"":0.0005600576987490058,""beta_min"":0.02017100155353546,""beta_max"":0.024103723466396332,""t2"":94.20304825923128}"
12,64,cf_unfiltered,66026,0.0005073443571745884,4.528105735778809,0.005708400029106997,93.87449530537413,93.87449530537413,0.0009549407481422335,0.0009549407481422335,0.44198890030384064,"{""beta_mean"":0.022020967677235603,""beta_std"":0.0005792244337499142,""beta_min"":0.02005051262676716,""beta_max"":0.024080878123641014,""t2"":93.87449530537413}"
13,64,cf_unfiltered,66026,0.000500197616929654,4.5349098443984985,0.0031054294522618875,93.56656988573751,93.56656988573751,0.0009518083687920889,0.0009518083687920889,0.4501602202653885,"{""beta_mean"":0.02198426052927971,""beta_std"":0.000600309984292835,""beta_min"":0.019928444176912308,""beta_max"":0.024220343679189682,""t2"":93.56656988573751}"
14,64,cf_unfiltered,66026,0.0004988342989236116,4.524949908256531,0.0022659060268779285,93.22806815845317,93.22806815845317,0.0009483649511561398,0.0009483649511561399,0.4468405246734619,"{""beta_mean"":0.021944252774119377,""beta_std"":0.0006241379305720329,""beta_min"":0.019949596375226974,""beta_max"":0.024454131722450256,""t2"":93.22806815845317}"
15,64,cf_unfiltered,66026,0.0004961214508512057,4.552164435386658,0.003041194584511686,92.89523392974516,92.89523392974516,0.0009449791862970496,0.0009449791862970495,0.44324779510498047,"{""beta_mean"":0.021905241534113884,""beta_std"":0.0006449389620684087,""beta_min"":0.019827570766210556,""beta_max"":0.024574199691414833,""t2"":92.89523392974516}"
16,64,cf_unfiltered,66026,0.0004998526892450172,4.487056136131287,0.004434466944076121,92.54321146236586,92.54321146236586,0.0009413982285803819,0.0009413982285803818,0.44342510402202606,"{""beta_mean"":0.021864190697669983,""beta_std"":0.0006614603335037827,""beta_min"":0.01954362727701664,""beta_max"":0.024440031498670578,""t2"":92.54321146236586}"
17,64,cf_unfiltered,66026,0.0004928838770865696,4.492855072021484,0.0026083740012836643,92.19887578266582,92.19887578266582,0.0009378954649115583,0.0009378954649115583,0.451458141207695,"{""beta_mean"":0.021823549643158913,""beta_std"":0.0006780851981602609,""beta_min"":0.019350800663232803,""beta_max"":0.024451857432723045,""t2"":92.19887578266582}"
18,64,cf_unfiltered,66026,0.0004906356480205432,4.4842143058776855,0.0035483042665873654,91.87341073730784,91.87341073730784,0.0009345846632620019,0.000934584663262002,0.44923024624586105,"{""beta_mean"":0.0217838604003191,""beta_std"":0.0006954129785299301,""beta_min"":0.01926802098751068,""beta_max"":0.02433176152408123,""t2"":91.87341073730784}"
19,64,cf_unfiltered,66026,0.0004913809025310911,4.465913891792297,0.0039037470633047633,91.5499509205015,91.5499509205015,0.0009312942598521068,0.0009312942598521068,0.4435059353709221,"{""beta_mean"":0.021744392812252045,""beta_std"":0.0007129395380616188,""beta_min"":0.01944843865931034,""beta_max"":0.024334944784641266,""t2"":91.5499509205015}"
20,64,cf_unfiltered,66026,0.0004875693084613886,4.48560631275177,0.0022843742262921296,91.22891220683866,91.22891220683866,0.0009280284851769883,0.0009280284851769883,0.44931376725435257,"{""beta_mean"":0.02170535735785961,""beta_std"":0.0007281210273504257,""beta_min"":0.019461018964648247,""beta_max"":0.024367157369852066,""t2"":91.22891220683866}"
1,64,cf_unfiltered,66027,0.011538538907188922,10.356422662734985,0.44024199806153774,97.64715959104001,97.64715959104001,0.0009933182738346355,0.0009933182738346355,0.07944170199334621,"{""beta_mean"":0.02246270515024662,""beta_std"":0.00020690028031822294,""beta_min"":0.021954486146569252,""beta_max"":0.02304786816239357,""t2"":97.64715959104001}"
2,64,cf_unfiltered,66027,0.001746876114339102,7.322922587394714,0.09789837809512392,97.29252492485392,97.29252492485392,0.0009897107434575798,0.0009897107434575798,0.13961204513907433,"{""beta_mean"":0.022421754896640778,""beta_std"":0.0002776246692519635,""beta_min"":0.021619604900479317,""beta_max"":0.023290693759918213,""t2"":97.29252492485392}"
3,64,cf_unfiltered,66027,0.0008506127742293756,4.99295699596405,0.047420229006092995,96.94092289154739,96.94092289154739,0.0009861340626174662,0.0009861340626174662,0.37685616314411163,"{""beta_mean"":0.022380344569683075,""beta_std"":0.00032453477615490556,""beta_min"":0.021331682801246643,""beta_max"":0.02334817498922348,""t2"":96.94092289154739}"
4,64,cf_unfiltered,66027,0.0006060451451048721,4.818148970603943,0.02052981048473157,96.57400023169362,96.57400023169362,0.000982401532304826,0.000982401532304826,0.4016377776861191,"{""beta_mean"":0.022337276488542557,""beta_std"":0.0003622091608121991,""beta_min"":0.021140623837709427,""beta_max"":0.023634152486920357,""t2"":96.57400023169362}"
5,64,cf_unfiltered,66027,0.0005567330408666749,4.70802915096283,0.012628116382984444,96.20225081542549,96.20225081542549,0.000978619901686864,0.000978619901686864,0.4271213486790657,"{""beta_mean"":0.022293725982308388,""beta_std"":0.0003974205465056002,""beta_min"":0.020971227437257767,""beta_max"":0.02367645874619484,""t2"":96.20225081542549}"
6,64,cf_unfiltered,66027,0.0005352238258637954,4.668418049812317,0.007950524523039348,95.83900795544527,95.83900795544527,0.0009749248042342658,0.0009749248042342658,0.4442541375756264,"{""beta_mean"":0.022251257672905922,""beta_std"":0.0004275172541383654,""beta_min"":0.020854966714978218,""beta_max"":0.023623069748282433,""t2"":95.83900795544527}"
7,64,cf_unfiltered,66027,0.0005273323185974732,4.600884914398193,0.005748398107243702,95.45895977656849,95.45895977656849,0.0009710587542375538,0.0009710587542375538,0.44469358026981354,"{""beta_mean"":0.022206999361515045,""beta_std"":0.00045352563029155135,""beta_min"":0.020688872784376144,""beta_max"":0.023618265986442566,""t2"":95.45895977656849}"
8,64,cf_unfiltered,66027,0.0005167335366422776,4.622247815132141,0.00364922088192543,95.10483283683025,95.10483283683025,0.0009674563887210109,0.0009674563887210109,0.44278760254383087,"{""beta_mean"":0.022165413945913315,""beta_std"":0.0004761371819768101,""beta_min"":0.02047734335064888,""beta_max"":0.02363046072423458,""t2"":95.10483283683025}"
9,64,cf_unfiltered,66027,0.0005149074095243122,4.579710960388184,0.003945234217098914,94.74006724699339,94.74006724699339,0.0009637458012592915,0.0009637458012592916,0.4476756304502487,"{""beta_mean"":0.022122353315353394,""beta_std"":0.0005047896411269903,""beta_min"":0.020369842648506165,""beta_max"":0.02377835474908352,""t2"":94.74006724699339}"
10,64,cf_unfiltered,66027,0.0005105000927869696,4.551730990409851,0.0034340403726673685,94.37643279336669,94.37643279336669,0.0009600467203101266,0.0009600467203101266,0.4494173377752304,"{""beta_mean"":0.022078875452280045,""beta_std"":0.0005288280081003904,""beta_min"":0.020242027938365936,""beta_max"":0.023647047579288483,""t2"":94.37643279336669}"
11,64,cf_unfiltered,66027,0.0005070453662483487,4.5348358154296875,0.0035233834787504748,94.02500899477354,94.02500899477354,0.0009564718525672764,0.0009564718525672765,0.4524751231074333,"{""beta_mean"":0.022036895155906677,""beta_std"":0.0005544056184589863,""beta_min"":0.020166799426078796,""beta_max"":0.02365832030773163,""t2"":94.02500899477354}"
12,64,cf_unfiltered,66027,0.0005027268925914541,4.513447403907776,0.0024715995023143478,93.6706431491494,93.6706431491494,0.0009528670567743876,0.0009528670567743876,0.46377134323120117,"{""beta_mean"":0.02199437841773033,""beta_std"":0.0005781361251138151,""beta_min"":0.020114224404096603,""beta_max"":0.02379905804991722,""t2"":93.6706431491494}"
13,64,cf_unfiltered,66027,0.0004973485883965623,4.511229991912842,0.002655304931977298,93.33351673474182,93.33351673474182,0.0009494376295444928,0.0009494376295444928,0.4523070231080055,"{""beta_mean"":0.02195369452238083,""beta_std"":0.0005990820936858654,""beta_min"":0.02004927024245262,""beta_max"":0.024111615493893623,""t2"":93.33351673474182}"
